cbsa,city_name,date,venturedensity,highlyactiveventuredensity,prosperity11,prosperity19,recovery,medinc16,medinc17,medinc18,medinc19,change_medinc_1619,pct_black,pct_hisp,pct_native,pct_asian,pct_pacific,pct_white
10660,"Albert Lea, MN",2018q4,2.2858386,.5950160857711232,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2019q4,2.3587503,.929823637008667,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10660,"Albert Lea, MN",2020q4,2.2202094,.4919983744621277,65.98829981486003,55.457047,-10.531253,48827,51174,52447,53631,4804,.99464923,9.7396841,.19367757,2.4685683,0,85.05072
10700,"Albertville, AL",2019q1,1.9121853,.4107957482337952,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2020q1,1.9545883,.4804770648479462,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2019q2,1.9421645,.449687659740448,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2020q2,1.9869982,.4653524458408356,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2019q3,1.9810565,.4541440010070801,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2020q3,1.9975314,.4388843476772308,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
10700,"Albertville, AL",2018q4,1.8100698,.3872985498132379,23.01096468813279,32.060707,9.0497427,39831,41104,42490,45983,6152,2.6651192,13.965476,.36489862,.59910291,.053323295,80.754471
